Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_025165795.1	ASM2516579v1	Streptomyces gossypii		N2-109					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2022-09-13	JAJAGO01	49
GCA_014651075.1	ASM1465107v1	Streptomyces djakartensis		JCM 4957					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMWE01	109
GCF_014651075.1	ASM1465107v1	Streptomyces djakartensis		JCM 4957					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMWE01	109
GCA_900100315.1	IMG-taxon 2675903130 annotated assembly	Streptomyces indicus		CGMCC 4.5727					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-10-21	FNFF01	45
GCF_900100315.1	IMG-taxon 2675903130 annotated assembly	Streptomyces indicus		CGMCC 4.5727					GCF_900100315.1-RS_2024_05_03	Scaffold	2016-10-21	FNFF01	45
GCA_028863365.1	ASM2886336v1	Streptomyces neyagawaensis		JCM 4796					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-02-26	JARBGS01	
GCF_028863365.1	ASM2886336v1	Streptomyces neyagawaensis		JCM 4796					GCF_028863365.1-RS_2024_03_28	Contig	2023-02-26	JARBGS01	
GCA_014649495.1	ASM1464949v1	Streptomyces filipinensis		JCM 4369					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMTD01	101
GCF_014649495.1	ASM1464949v1	Streptomyces filipinensis		JCM 4369					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMTD01	101
GCA_001513975.1	ASM151397v1	Streptomyces curacoi		DSM 40107					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-01-13	LMWJ01	31
GCF_001513975.1	ASM151397v1	Streptomyces curacoi		DSM 40107					GCF_001513975.1-RS_2024_04_21	Scaffold	2016-01-13	LMWJ01	31
GCA_000717025.1	ASM71702v1	Streptomyces atroolivaceus		NRRL ISP-5137						Contig	2014-07-01	JNXG01	
GCF_000717025.1	ASM71702v1	Streptomyces atroolivaceus		NRRL ISP-5137					GCF_000717025.1-RS_2024_04_22	Contig	2014-07-01	JNXG01	
GCA_003626535.1	ASM362653v1	Streptomyces hoynatensis		KCTC 29097					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-07	RBAL01	
GCF_003626535.1	ASM362653v1	Streptomyces hoynatensis		KCTC 29097					GCF_003626535.1-RS_2024_04_03	Contig	2018-10-07	RBAL01	
GCA_900101585.1	IMG-taxon 2663762722 annotated assembly	Streptomyces prasinopilosus		CGMCC 4.3504					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-10-21	FMZK01	28
GCF_900101585.1	IMG-taxon 2663762722 annotated assembly	Streptomyces prasinopilosus		CGMCC 4.3504					GCF_900101585.1-RS_2024_04_26	Scaffold	2016-10-21	FMZK01	28
GCA_016741935.1	ASM1674193v1	Streptomyces endocoffeicus		CA3R110					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRG01	
GCF_016741935.1	ASM1674193v1	Streptomyces endocoffeicus		CA3R110					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRG01	
GCA_014649375.1	ASM1464937v1	Streptomyces aurantiogriseus		JCM 4346					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSX01	90
GCF_014649375.1	ASM1464937v1	Streptomyces aurantiogriseus		JCM 4346					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMSX01	90
GCA_032656585.1	ASM3265658v1	Streptomyces herbicida		NEAU-HV9						Scaffold	2023-10-13	JAUYWJ01	101
GCF_032656585.1	ASM3265658v1	Streptomyces herbicida		NEAU-HV9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-10-13	JAUYWJ01	101
GCA_005869865.1	ASM586986v1	Streptomyces tibetensis		XZ 46						Contig	2019-05-28	SZVR01	
GCF_005869865.1	ASM586986v1	Streptomyces tibetensis		XZ 46					GCF_005869865.1-RS_2024_03_29	Contig	2019-05-28	SZVR01	
GCA_014650335.1	ASM1465033v1	Streptomyces hiroshimensis		JCM 4586					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMUT01	38
GCF_014650335.1	ASM1465033v1	Streptomyces hiroshimensis		JCM 4586					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMUT01	38
GCA_014648995.1	ASM1464899v1	Streptomyces massasporeus		JCM 4139					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSE01	83
GCF_014648995.1	ASM1464899v1	Streptomyces massasporeus		JCM 4139					GCF_014648995.1-RS_2024_08_02	Scaffold	2020-09-12	BMSE01	83
GCA_014650515.1	ASM1465051v1	Streptomyces finlayi		JCM 4637					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMVC01	65
GCF_014650515.1	ASM1465051v1	Streptomyces finlayi		JCM 4637					GCF_014650515.1-RS_2024_08_02	Scaffold	2020-09-12	BMVC01	65
GCA_014656035.1	ASM1465603v1	Streptomyces griseoluteus		JCM 4765					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BNBQ01	25
GCF_014656035.1	ASM1465603v1	Streptomyces griseoluteus		JCM 4765					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BNBQ01	25
GCA_008974245.1	ASM897424v1	Streptomyces abyssomicinicus		CHI39						Scaffold	2019-10-05	BBZI01	24
GCF_008974245.1	ASM897424v1	Streptomyces abyssomicinicus		CHI39					GCF_008974245.1-RS_2024_08_12	Scaffold	2019-10-05	BBZI01	24
GCA_014648955.1	ASM1464895v1	Streptomyces gougerotii		JCM 4136					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Contig	2020-09-12	BMSC01	
GCF_014648955.1	ASM1464895v1	Streptomyces gougerotii		JCM 4136					GCF_014648955.1-RS_2024_08_02	Contig	2020-09-12	BMSC01	
GCA_014646335.1	ASM1464633v1	Streptomyces lasiicapitis		CGMCC 4.7349					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMNG01	49
GCF_014646335.1	ASM1464633v1	Streptomyces lasiicapitis		CGMCC 4.7349					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMNG01	49
GCA_006334995.2	ASM633499v2	Streptomyces mimosae		3MP-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-10-22	VDLY02	
GCF_006334995.2	ASM633499v2	Streptomyces mimosae		3MP-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-10-22	VDLY02	
GCA_014650915.1	ASM1465091v1	Streptomyces poonensis		JCM 4815					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMVW01	46
GCF_014650915.1	ASM1465091v1	Streptomyces poonensis		JCM 4815					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMVW01	46
GCA_014656295.1	ASM1465629v1	Streptomyces sulfonofaciens		JCM 5069					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BNCD01	114
GCF_014656295.1	ASM1465629v1	Streptomyces sulfonofaciens		JCM 5069					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BNCD01	114
GCA_014649115.1	ASM1464911v1	Streptomyces eurythermus		JCM 4206					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSK01	70
GCF_014649115.1	ASM1464911v1	Streptomyces eurythermus		JCM 4206					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMSK01	70
GCA_021261325.1	ASM2126132v1	Streptomyces guryensis		NR30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-12-21	JAJSBI01	78
GCF_021261325.1	ASM2126132v1	Streptomyces guryensis		NR30					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-12-21	JAJSBI01	78
GCA_003024195.1	ASM302419v1	Streptomyces dioscori		A217					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-03-25	PYBJ01	44
GCF_003024195.1	ASM302419v1	Streptomyces dioscori		A217					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-03-25	PYBJ01	44
GCA_900110735.1	IMG-taxon 2663762755 annotated assembly	Streptomyces radiopugnans		CGMCC 4.3519					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-10-31	FOET01	40
GCF_900110735.1	IMG-taxon 2663762755 annotated assembly	Streptomyces radiopugnans		CGMCC 4.3519					GCF_900110735.1-RS_2024_05_03	Scaffold	2016-10-31	FOET01	40
GCA_009755605.1	ASM975560v1	Streptomyces typhae		p1417					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-15	WPNZ01	62
GCF_009755605.1	ASM975560v1	Streptomyces typhae		p1417					GCF_009755605.1-RS_2024_05_05	Scaffold	2019-12-15	WPNZ01	62
GCA_003323735.1	ASM332373v1	Streptomyces reniochalinae		LHW50302					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-07-15	QOIM01	70
GCF_003323735.1	ASM332373v1	Streptomyces reniochalinae		LHW50302					GCF_003323735.1-RS_2024_05_04	Scaffold	2018-07-15	QOIM01	70
GCA_000725785.1	Doro.v1.0	Streptomyces flavovariabilis		NRRL B-16367						Scaffold	2014-07-15	JNXD01	141
GCF_000725785.1	Doro.v1.0	Streptomyces flavovariabilis		NRRL B-16367					GCF_000725785.1-RS_2024_04_22	Scaffold	2014-07-15	JNXD01	141
GCA_014648075.1	ASM1464807v1	Streptomyces ruber		JCM 3131					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMQK01	100
GCF_014648075.1	ASM1464807v1	Streptomyces ruber		JCM 3131					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMQK01	100
GCA_012273655.1	ASM1227365v1	Streptomyces physcomitrii		LD120					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-04-12	JAAWWP01	51
GCF_012273655.1	ASM1227365v1	Streptomyces physcomitrii		LD120					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-04-12	JAAWWP01	51
GCA_900114215.1	IMG-taxon 2654587880 annotated assembly	Streptomyces pini		PL19					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-11-05	FOSG01	57
GCF_900114215.1	IMG-taxon 2654587880 annotated assembly	Streptomyces pini		PL19					GCF_900114215.1-RS_2024_05_03	Scaffold	2016-11-05	FOSG01	57
GCA_014645895.1	ASM1464589v1	Streptomyces daqingensis		CGMCC 4.7178					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMMP01	50
GCF_014645895.1	ASM1464589v1	Streptomyces daqingensis		CGMCC 4.7178					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMMP01	50
GCA_014650115.1	ASM1465011v1	Streptomyces olivaceoviridis		JCM 4499					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMUI01	135
GCF_014650115.1	ASM1465011v1	Streptomyces olivaceoviridis		JCM 4499					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMUI01	135
GCA_900112355.1	IMG-taxon 2675903061 annotated assembly	Streptomyces aidingensis		CGMCC 4.5739					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-11-05	FOLM01	43
GCF_900112355.1	IMG-taxon 2675903061 annotated assembly	Streptomyces aidingensis		CGMCC 4.5739					GCF_900112355.1-RS_2024_05_03	Scaffold	2016-11-05	FOLM01	43
GCA_000719135.1	ASM71913v1	Streptomyces avicenniae		NRRL B-24776						Contig	2014-07-02	JOEK01	
GCF_000719135.1	ASM71913v1	Streptomyces avicenniae		NRRL B-24776					GCF_000719135.1-RS_2024_03_28	Contig	2014-07-02	JOEK01	
GCA_001514125.1	ASM151412v1	Streptomyces longwoodensis		DSM 41677					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-01-13	LMWS01	32
GCF_001514125.1	ASM151412v1	Streptomyces longwoodensis		DSM 41677					GCF_001514125.1-RS_2024_05_02	Scaffold	2016-01-13	LMWS01	32
GCA_016741775.1	ASM1674177v1	Streptomyces actinomycinicus		RCU-197					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRK01	
GCF_016741775.1	ASM1674177v1	Streptomyces actinomycinicus		RCU-197					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRK01	
GCA_017676345.1	ASM1767634v1	Streptomyces smyrnaeus		DSM 42105					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-02	JAFFZM01	
GCF_017676345.1	ASM1767634v1	Streptomyces smyrnaeus		DSM 42105					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-04-02	JAFFZM01	
GCA_014649875.1	ASM1464987v1	Streptomyces rubiginosohelvolus		JCM 4415					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMTW01	40
GCF_014649875.1	ASM1464987v1	Streptomyces rubiginosohelvolus		JCM 4415					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMTW01	40
GCA_000718635.1	ASM71863v1	Streptomyces varsoviensis		NRRL ISP-5346						Contig	2014-07-02	JOBF01	
GCF_000718635.1	ASM71863v1	Streptomyces varsoviensis		NRRL ISP-5346					GCF_000718635.1-RS_2024_05_02	Contig	2014-07-02	JOBF01	
GCA_014656115.1	ASM1465611v1	Streptomyces morookaense		JCM 4793					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BNBU01	31
GCF_014656115.1	ASM1465611v1	Streptomyces morookaense		JCM 4793					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BNBU01	31
GCA_001514265.1	ASM151426v1	Streptomyces resistomycificus		DSM 40133					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-01-13	LMWZ01	35
GCF_001514265.1	ASM151426v1	Streptomyces resistomycificus		DSM 40133					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-01-13	LMWZ01	35
GCA_011766325.1	ASM1176632v1	Streptomyces pacificus		CWH03					Annotation submitted by Research Institute of Green Science and Technology, Shizuoka University	Contig	2020-03-23	BLLG01	
GCF_011766325.1	ASM1176632v1	Streptomyces pacificus		CWH03					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-03-23	BLLG01	
GCA_014649135.1	ASM1464913v1	Streptomyces niveoruber		JCM 4234					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSL01	82
GCF_014649135.1	ASM1464913v1	Streptomyces niveoruber		JCM 4234					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMSL01	82
GCA_001514035.1	ASM151403v1	Streptomyces yokosukanensis		DSM 40224					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-01-13	LMWN01	98
GCF_001514035.1	ASM151403v1	Streptomyces yokosukanensis		DSM 40224					GCF_001514035.1-RS_2024_04_21	Scaffold	2016-01-13	LMWN01	98
GCA_014648915.1	ASM1464891v1	Streptomyces phaeofaciens		JCM 4125					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSA01	103
GCF_014648915.1	ASM1464891v1	Streptomyces phaeofaciens		JCM 4125					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMSA01	103
GCA_000725475.1	Doro.v1.0	Streptomyces durhamensis		NRRL B-3309						Scaffold	2014-07-15	JNXR01	218
GCF_000725475.1	Doro.v1.0	Streptomyces durhamensis		NRRL B-3309					GCF_000725475.1-RS_2024_04_29	Scaffold	2014-07-15	JNXR01	218
GCA_000719265.1	ASM71926v1	Streptomyces roseoverticillatus		NRRL B-3500						Contig	2014-07-02	JOFL01	
GCF_000719265.1	ASM71926v1	Streptomyces roseoverticillatus		NRRL B-3500					GCF_000719265.1-RS_2024_05_02	Contig	2014-07-02	JOFL01	
GCA_002794255.1	ASM279425v1	Streptomyces carminius		TRM SA0054					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-11-20	PGGW01	71
GCF_002794255.1	ASM279425v1	Streptomyces carminius		TRM SA0054					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-11-20	PGGW01	71
GCA_014650215.1	ASM1465021v1	Streptomyces vinaceusdrappus		JCM 4529					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMUN01	72
GCF_014650215.1	ASM1465021v1	Streptomyces vinaceusdrappus		JCM 4529					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMUN01	72
GCA_029269905.1	ASM2926990v1	Streptomyces silvisoli		RB6PN23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-03-19	JARJBC01	
GCF_029269905.1	ASM2926990v1	Streptomyces silvisoli		RB6PN23					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-03-19	JARJBC01	
GCA_014645815.1	ASM1464581v1	Streptomyces fuscichromogenes		CGMCC 4.7110					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMML01	129
GCF_014645815.1	ASM1464581v1	Streptomyces fuscichromogenes		CGMCC 4.7110					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMML01	129
GCA_003323715.1	ASM332371v1	Streptomyces diacarni		LHW51701					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-07-15	QOIN01	80
GCF_003323715.1	ASM332371v1	Streptomyces diacarni		LHW51701					GCF_003323715.1-RS_2024_05_04	Scaffold	2018-07-15	QOIN01	80
GCA_006335015.1	ASM633501v1	Streptomyces sedi		JCM 16909					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-06-12	VDGT01	
GCF_006335015.1	ASM633501v1	Streptomyces sedi		JCM 16909					GCF_006335015.1-RS_2024_05_04	Contig	2019-06-12	VDGT01	
GCA_009739465.1	ASM973946v1	Streptomyces apocyni		TRM 66233						Scaffold	2019-12-10	WHOM01	78
GCF_009739465.1	ASM973946v1	Streptomyces apocyni		TRM 66233					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-12-10	WHOM01	78
GCA_032656605.1	ASM3265660v1	Streptomyces sasae		JR-39						Scaffold	2023-10-13	JAUYWK01	98
GCF_032656605.1	ASM3265660v1	Streptomyces sasae		JR-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2023-10-13	JAUYWK01	98
GCA_014650895.1	ASM1465089v1	Streptomyces omiyaensis		JCM 4806					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMVV01	100
GCF_014650895.1	ASM1465089v1	Streptomyces omiyaensis		JCM 4806					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMVV01	100
GCA_900103455.1	IMG-taxon 2675903062 annotated assembly	Streptomyces wuyuanensis		CGMCC 4.7042					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Scaffold	2016-10-21	FNHI01	52
GCF_900103455.1	IMG-taxon 2675903062 annotated assembly	Streptomyces wuyuanensis		CGMCC 4.7042					GCF_900103455.1-RS_2024_04_24	Scaffold	2016-10-21	FNHI01	52
GCA_900230195.1	IMG-taxon 2718217652 annotated assembly	Streptomyces zhaozhouensis		CGMCC 4.7095					Annotation submitted by DOE - JOINT GENOME INSTITUTE	Contig	2017-09-28	OCNE01	
GCF_900230195.1	IMG-taxon 2718217652 annotated assembly	Streptomyces zhaozhouensis		CGMCC 4.7095					GCF_900230195.1-RS_2024_08_07	Contig	2017-09-28	OCNE01	
GCA_014646095.1	ASM1464609v1	Streptomyces lacrimifluminis		CGMCC 4.7272					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMMU01	132
GCF_014646095.1	ASM1464609v1	Streptomyces lacrimifluminis		CGMCC 4.7272					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMMU01	132
GCA_014650975.1	ASM1465097v1	Streptomyces thermoviolaceus subsp. thermoviolaceus		JCM 4843					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMVZ01	49
GCF_014650975.1	ASM1465097v1	Streptomyces thermoviolaceus subsp. thermoviolaceus		JCM 4843					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-09-12	BMVZ01	49
GCA_016741875.1	ASM1674187v1	Streptomyces coffeae		CA1R205					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRF01	
GCF_016741875.1	ASM1674187v1	Streptomyces coffeae		CA1R205					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-01-21	JAERRF01	
GCA_014650595.1	ASM1465059v1	Streptomyces alanosinicus		JCM 4714					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Contig	2020-09-12	BMVG01	
GCF_014650595.1	ASM1465059v1	Streptomyces alanosinicus		JCM 4714					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-12	BMVG01	
GCA_004023625.1	ASM402362v1	Streptomyces cavernae		SYSU K10008						Scaffold	2019-01-15	RPDJ01	131
GCF_004023625.1	ASM402362v1	Streptomyces cavernae		SYSU K10008					GCF_004023625.1-RS_2024_03_28	Scaffold	2019-01-15	RPDJ01	131
GCA_003626575.1	ASM362657v1	Streptomyces radicis		DS1-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-07	RBDY01	
GCF_003626575.1	ASM362657v1	Streptomyces radicis		DS1-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-07	RBDY01	
GCA_014649195.1	ASM1464919v1	Streptomyces coeruleorubidus		JCM 4292					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMSO01	73
GCF_014649195.1	ASM1464919v1	Streptomyces coeruleorubidus		JCM 4292					GCF_014649195.1-RS_2024_05_06	Scaffold	2020-09-12	BMSO01	73
GCA_000955965.1	ASM95596v1	Streptomyces variegatus		NRRL B-16380					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-03-18	JYJH01	
GCF_000955965.1	ASM95596v1	Streptomyces variegatus		NRRL B-16380					GCF_000955965.1-RS_2024_03_28	Contig	2015-03-18	JYJH01	
GCA_012034935.1	ASM1203493v1	Streptomyces zingiberis		PLAI 1-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-04-06	JAATEN01	
GCF_012034935.1	ASM1203493v1	Streptomyces zingiberis		PLAI 1-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-04-06	JAATEN01	
GCA_014656215.1	ASM1465621v1	Streptomyces zaomyceticus		JCM 4864					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Contig	2020-09-12	BNBZ01	
GCF_014656215.1	ASM1465621v1	Streptomyces zaomyceticus		JCM 4864					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-12	BNBZ01	
GCA_014645835.1	ASM1464583v1	Streptomyces albiflavescens		CGMCC 4.7111					Annotation submitted by WFCC-MIRCEN World Data Centre for Microorganisms (WDCM)	Scaffold	2020-09-12	BMMM01	56
