Assembly Accession	Organism Name	Organism Infraspecific Names Strain	Assembly Stats Total Sequence Length	Assembly Stats Contig N50	Assembly Stats Contig L50	Assembly Stats GC Count	Assembly Stats GC Percent	CheckM contamination
GCA_001418495.1	Streptomyces pathocidini	NRRL B-24287	5542997	11424	151	3956629	71.5	0.38
GCA_040650805.1	Streptomyces pathocidini	NPDC048614	5936619	56129	27	4250683	71.5	0.12
GCA_000725565.1	Streptomyces peucetius	NRRL WC-3868	9528656	220172	15	6851307	72	2.18
GCA_025854275.1	Streptomyces peucetius	NA0869	8050611	8050611	1	5723658	71	0.76
GCA_001418655.1	Streptomyces phaeochromogenes	NRRL B-1248	10935515	28915	105	7674513	70	0.51
GCA_026343615.1	Streptomyces phaeochromogenes	NBC_00034	11086338	1219574	4	7778341	70	1.45
GCA_030817035.1	Streptomyces phaeochromogenes	V1I8	11268068	10898580	1	7896345	70	0.51
GCA_035917195.1	Streptomyces phaeochromogenes	NBC_00186	12185415	12185415	1	8535249	70	0.76
GCA_035918055.1	Streptomyces phaeochromogenes	NBC 01752	12190075	12190075	1	8536367	70	1.7
GCA_035957715.1	Streptomyces phaeochromogenes	NBC_01328	11713170	11713170	1	8214551	70	0.51
GCA_036133475.1	Streptomyces phaeochromogenes	NBC_00333	12600221	12600221	1	8799141	70	2.27
GCA_040653655.1	Streptomyces phaeochromogenes	NPDC050987	11024356	288266	12	7733203	70	0.76
GCA_040653675.1	Streptomyces phaeochromogenes	NPDC050993	11150664	45638	73	7819274	70	0.88
GCA_040653735.1	Streptomyces phaeochromogenes	NPDC050984	10760931	229163	15	7560074	70.5	0.38
GCA_040656055.1	Streptomyces phaeochromogenes	NPDC050203	11413811	152022	26	8010985	70	0.38
GCA_040660215.1	Streptomyces phaeochromogenes	NPDC050983	11151910	178354	21	7815616	70	0.57
GCA_014648915.1	Streptomyces phaeofaciens	JCM 4125	10444272	258264	13	7496110	72	0.69
GCA_001315485.1	Streptomyces phaeofaciens JCM 4814	JCM 4814	4950960	1300	1058	3386219	68.5	
GCA_009184865.1	Streptomyces phaeolivaceus	GY16	10175440	10116136	1	7210217	71	1.04
GCA_001896135.2	Streptomyces phaeoluteigriseus	DSM 41896	8643493	71307	38	6167781	71.5	0.38
GCA_023923245.1	Streptomyces phaeoluteigriseus	Qhu-M197	9118447	9026270	1	6521930	71.5	0.09
GCA_040295465.1	Streptomyces pharetrae	NPDC002807	8374923	35243	59	6060400	72.5	1.15
GCA_040302545.1	Streptomyces pharetrae	NPDC126476	8605841	302949	10	6210750	72	1.07
GCA_040679125.1	Streptomyces pharetrae	NPDC052505	8682925	114858	22	6265668	72	0.69
GCA_002128465.1	Streptomyces pharetrae CZA14	CZA14	8426663	24594	101	6086867	72	0.19
GCA_009377205.1	Streptomyces phyllanthi	TISTR 2346	10267250	17201	162	7255395	70.5	1.91
GCA_039540235.1	Streptomyces phyllanthi	JCM 30865	10416001	73456	44	7365465	70.5	1.91
GCA_012273655.1	Streptomyces physcomitrii	LD120	7635704	284420	10	5569158	73	1.52
GCA_040645575.1	Streptomyces physcomitrii	NPDC046740	7519010	322840	9	5484372	73	1.33
GCA_040746085.1	Streptomyces phytohabitans	HBERC20821	6370257	6370257	1	4682920	73.5	0.32
GCA_013870535.1	Streptomyces phytophilus	PIP175	6906479	5278	343	4976182	72	0.38
GCA_014649515.1	Streptomyces pilosus	JCM 4372	7585172	465971	5	5482585	72.5	
GCA_014649835.1	Streptomyces pilosus	JCM 4403	7626409	466535	6	5526932	72.5	0.19
GCA_040299705.1	Streptomyces pilosus	NPDC000683	7678668	231123	9	5563379	72.5	0.19
GCA_041204945.1	Streptomyces pilosus	AARac2	7213168	5092	424	5243699	72.5	
GCA_041380215.1	Streptomyces pimonensis	TRM75549	7395064	177928	15	5334973	72	0.38
GCA_900114215.1	Streptomyces pini	PL19	6338888	282394	8	4627755	73	0.85
GCA_020564935.1	Streptomyces pinistramenti	SF28	7853467	117612	21	5614140	71.5	1.61
GCA_005048155.1	Streptomyces piniterrae	jys28	8492419	428410	6	5996271	70.5	1.18
GCA_002119195.1	Streptomyces platensis	DSM 40041	8400476	114666	23	5978496	71	0.38
GCA_008704855.1	Streptomyces platensis	ATCC 23948	8501012	8501012	1	6043167	71	0.38
GCA_021538835.1	Streptomyces platensis	A26	8291969	37309	66	5909628	71.5	0.57
GCA_026340175.1	Streptomyces platensis	NBC_01457	8675689	1029017	4	6160568	71	0.19
GCA_035951655.1	Streptomyces platensis	NBC_01337	8811944	8811944	1	6256310	71	0.33
GCA_036079075.1	Streptomyces platensis	NBC_00375	8873106	8873106	1	6290836	71	0.24
GCA_036345215.1	Streptomyces platensis	NBC_00573	8806723	8806723	1	6247549	71	0.99
GCA_036347175.1	Streptomyces platensis	NBC_00734	8963402	8870427	1	6359670	71	0.33
GCA_039544755.1	Streptomyces platensis	NBRC 12901	8074085	87893	28	5750447	71	0.38
GCA_040299945.1	Streptomyces platensis	NPDC000614	8480563	215539	15	6050251	71.5	0.19
GCA_040637745.1	Streptomyces platensis	NPDC028366	8753996	202777	14	6217590	71	0.24
GCA_014650135.1	Streptomyces plicatus	JCM 4504	8368647	512933	7	6022560	72	0.05
GCA_019857225.1	Streptomyces plumbidurans	KC 17012	8642823	119887	22	6117934	71	1.52
GCA_039537125.1	Streptomyces plumbiresistens	JCM 16924	10336994	249632	15	7292783	70.5	1.77
GCA_014650395.1	Streptomyces pluricolorescens	JCM 4602	7332794	459850	5	5257370	71.5	
GCA_000802245.2	Streptomyces pluripotens	MUSC 135	7346075	7346075	1	5138026	70	1.26
GCA_000816465.4	Streptomyces pluripotens	MUSC 137	7586568	7586568	1	5304568	70	1.26
GCA_014493765.1	Streptomyces polyasparticus	TRM66268-LWL	10155139	363618	8	7131024	70	1.87
GCA_039521165.1	Streptomyces polychromogenes	JCM 4505	8551204	587653	5	6241657	73	1.45
GCA_014650915.1	Streptomyces poonensis	JCM 4815	8584687	291977	10	6133165	71.5	1.14
GCA_027921905.1	Streptomyces poonensis	VKM Ac-1715	7430018	142541	17	5310920	71.5	0.95
GCA_002911015.1	Streptomyces populi	A249	9587301	75083	41	6870642	71.5	1.08
GCA_019399205.1	Streptomyces poriferorum	P01-F02	9034630	29528	91	6393858	71	0.09
GCA_019399235.1	Streptomyces poriferorum	P01-B04	8913815	26939	99	6304312	70.5	0.09
GCA_001418395.1	Streptomyces prasinopilosus	NRRL B-24621	6441003	9036	205	4676482	72.5	1.18
GCA_001419695.1	Streptomyces prasinopilosus	NRRL B-2711	6416915	8835	217	4658371	72.5	1.62
GCA_900101585.1	Streptomyces prasinopilosus	CGMCC 4.3504	7125330	329446	6	5196740	73	1.58
GCA_039535455.1	Streptomyces prasinosporus	JCM 4816	14987858	283111	15	10892341	72.5	64.24
GCA_001418165.1	Streptomyces prasinus	NRRL B-12521	7680312	15168	154	5529684	72	0.93
GCA_001419705.1	Streptomyces prasinus	NRRL B-2712	7433599	12863	173	5356995	72	0.17
GCA_008704445.1	Streptomyces prasinus	ATCC 13879	7647592	7647592	1	5508188	72	0.59
GCA_036541045.1	Streptomyces prasinus	WY33	7581398	7581398	1	5462627	72	0.51
GCA_040296525.1	Streptomyces prasinus	NPDC002093	8202696	66778	37	5914373	72	0.59
GCA_040607045.1	Streptomyces prasinus	NPDC005342	8149602	94985	26	5877589	72	0.68
GCA_040654595.1	Streptomyces prasinus	NPDC050669	7914982	75221	29	5720184	72.5	0.51
GCA_014697945.1	Streptomyces pratensis	SFW	7712485	6216298	1	5471145	71	0.09
GCA_016804005.1	Streptomyces pratensis	S10	8281466	8270263	1	5840856	70.5	0.47
GCA_037137275.1	Streptomyces pratensis	TRM74023	6885644	99302	22	4972475	72	
GCA_001278075.1	Streptomyces pristinaespiralis	HCCB 10218	8532592	8532592	1	6104336	71.5	0.38
GCA_014070435.1	Streptomyces pristinaespiralis	PR11	8112061	8112061	1	5799260	71.5	0.38
GCA_040631295.1	Streptomyces pristinaespiralis	NPDC020131	8076243	407522	5	5777526	71.5	0.38
GCA_040631305.1	Streptomyces pristinaespiralis	NPDC020139	8076165	324821	8	5777396	71.5	0.38
GCA_040631755.1	Streptomyces pristinaespiralis	NPDC019916	8254439	253171	11	5895148	71.5	0.85
GCA_000154945.1	Streptomyces pristinaespiralis ATCC 25486	ATCC 25486	8133379	17558	126	5432316	71	0.38
GCA_020740535.1	Streptomyces profundus	MA3_2.13	7653710	7653710	1	5521640	72	0.88
GCA_026342395.1	Streptomyces prunicolor	NBC_00263	11335636	8246417	1	7906779	70	2.27
GCA_033100835.1	Streptomyces prunicolor	RR29	10905922	37521	86	7619286	70	1.76
GCA_040654835.1	Streptomyces prunicolor	NPDC050613	11406717	12791	275	7955427	69.5	2.45
GCA_040679455.1	Streptomyces prunicolor	NPDC052262	10953397	251944	14	7656567	70	1.14
GCA_040681855.1	Streptomyces prunicolor	NPDC051579	9836544	393938	10	6872317	70	1.07
GCA_000367365.1	Streptomyces prunicolor NBRC 13075	NBRC 13075	11760649	124739	29	8201040	69.5	1.74
GCA_020312235.1	Streptomyces pseudogriseolus	N92	7363847	129602	19	5336000	72.5	
GCA_020312255.1	Streptomyces pseudogriseolus	FS94	7357993	97815	22	5331118	72.5	
GCA_001513955.1	Streptomyces pseudovenezuelae	DSM 40212	9639743	436750	7	6827807	71	0.53
GCA_029892565.1	Streptomyces pseudovenezuelae	GGS1	11335311	413729	8	7960028	70	0.98
GCA_036226705.1	Streptomyces pseudovenezuelae	NBC_00686	10012265	10012265	1	7102598	71	1.01
GCA_036226845.1	Streptomyces pseudovenezuelae	NBC_00666	10029205	10029205	1	7116405	71	0.79
GCA_036226905.1	Streptomyces pseudovenezuelae	NBC 00661	10195533	10195533	1	7230580	71	1.1
GCA_036243435.1	Streptomyces pseudovenezuelae	NBC_00713	9858584	9858584	1	6998367	71	0.76
GCA_036345035.1	Streptomyces pseudovenezuelae	NBC_00598	10170903	10077198	1	7209659	71	0.51
GCA_040892555.1	Streptomyces pseudovenezuelae	NPDC046510	9598822	85091	39	6803103	71	0.92
GCA_039533575.1	Streptomyces pulveraceus	JCM 7545	8838038	163340	17	6309152	71.5	2.08
GCA_001419685.1	Streptomyces puniciscabiei	NRRL B-24456	8807122	25403	103	6281883	71.5	0.66
GCA_006715785.1	Streptomyces puniciscabiei	DSM 41929	9146138	6617564	1	6528971	71.5	0.28
GCA_040299345.1	Streptomyces puniciscabiei	NPDC000818	9517032	142436	24	6804254	71.5	1
GCA_000717965.1	Streptomyces purpeochromogenes	NRRL B-3012	7887122	178044	14	5729756	72.5	0.38
GCA_000718615.1	Streptomyces purpeochromogenes	NRRL ISP-5373	7996821	213680	12	5806301	72.5	0.38
GCA_014650155.1	Streptomyces purpurascens	JCM 4509	9428626	449006	8	6694753	71	0.09
GCA_021390235.1	Streptomyces purpurascens	DSM 40310	9406877	228441	14	6688022	71	0.09
GCA_040638755.1	Streptomyces purpurascens	NPDC025374	9814840	452916	7	6966686	71	0.09
GCA_014648195.1	Streptomyces purpureus	JCM 3172	7542379	86904	27	5388082	71.5	0.38
GCA_000384175.1	Streptomyces purpureus KA281	KA281	7458334	573188	5	5332716	71.5	
GCA_020024005.1	Streptomyces purpurogeneiscleroticus	DSM 43156	7743394	23534	106	5521566	71.5	2.9
GCA_000717725.1	Streptomyces pyridomyceticus	NRRL ISP-5024	6312990	107132	19	4603762	73	1.74
GCA_024756275.1	Streptomyces pyxinae	LP05-1	7382192	229487	11	5454792	74	0.55
GCA_024753135.1	Streptomyces pyxinicus	LP11	8032703	211281	12	5824823	72.5	0.51
GCA_001611795.1	Streptomyces qaidamensis	S10	9083372	9083372	1	6472621	71.5	0.76
GCA_001751375.1	Streptomyces qinglanensis	SCSIO M10379	6610624	568783	4	4804138	73	0.41
GCA_003265665.1	Streptomyces qinglanensis	172205	7185643	73103	34	5215285	72.5	0.32
GCA_900111245.1	Streptomyces qinglanensis	CGMCC 4.6825	7175483	373215	6	5216806	72.5	0.32
GCA_007856155.1	Streptomyces qinzhouensis	SSL-25	8146484	8146484	1	5824921	71.5	0.76
GCA_039535215.1	Streptomyces racemochromogenes	JCM 4407	7436068	7436068	1	5429955	73	0.57
GCA_003626575.1	Streptomyces radicis	DS1-2	7569598	225216	11	5541226	73	0.41
GCA_003626585.1	Streptomyces radicis	AZ1-7	7608576	186718	12	5567552	73	0.41
GCA_023614295.1	Streptomyces radiopugnans	MRC003	6294661	6294661	1	4593813	73	0.76
GCA_900110735.1	Streptomyces radiopugnans	CGMCC 4.3519	6067124	288077	6	4454817	73.5	0.85
GCA_039534525.1	Streptomyces rameus	JCM 11574	8518029	57602	46	6129205	72	0.76
GCA_039534955.1	Streptomyces ramulosus	JCM 4193	7614717	325185	8	5549180	73	2.18
GCA_014205315.1	Streptomyces rapamycinicus	DSM 41530	12628629	9792017	1	8972806	71	2.08
GCA_040114435.1	Streptomyces rapamycinicus	CQUSh011	12703671	10146977	1	9024568	71	2.08
GCA_041365895.1	Streptomyces rapamycinicus	NEAU-383	12206521	122897	28	8676816	71	2.59
GCA_000418455.1	Streptomyces rapamycinicus NRRL 5491	NRRL 5491	12700734	59914	61	8805389	71	2.08
GCA_003675955.1	Streptomyces rapamycinicus NRRL 5491	NRRL 5491	12663199	6854462	1	8995893	71	2.08
GCA_024298965.1	Streptomyces rapamycinicus NRRL 5491	NRRL 5491	12466108	12466108	1	8858470	71	2.08
GCA_002154615.1	Streptomyces recifensis	NRRL B-3811	6184501	12194	159	4426286	71.5	1.89
GCA_013394065.1	Streptomyces rectiverticillatus	B15-08	7679243	7679243	1	5535184	72	2.45
GCA_039533825.1	Streptomyces rectiviolaceus	JCM 9092	9416068	51274	57	6605433	70	0.19
GCA_001509475.1	Streptomyces regalis	NRRL 3151	10954269	73780	45	7684809	70	1.23
GCA_003323735.1	Streptomyces reniochalinae	LHW50302	7687565	287482	10	5531779	72	1.04
GCA_000716215.1	Streptomyces resistomycificus	NRRL ISP-5133	9462133	9053	305	6448718	71	2.27
GCA_001270505.1	Streptomyces resistomycificus	NRRL 2290	9182736	106664	26	6522305	71	1
GCA_001514265.1	Streptomyces resistomycificus	DSM 40133	9179735	264564	11	6512257	71	1
GCA_002154675.1	Streptomyces reticuliscabiei	NRRL B-24446	9962914	22056	136	6970825	70	0.19
GCA_023155275.1	Streptomyces rhizoryzae	RS10V-4	7783213	120589	20	5743123	74	1.52
GCA_004794175.1	Streptomyces rhizosphaericola	1AS2c	7213159	15942	143	5223842	72.5	1.3
GCA_002155885.1	Streptomyces rhizosphaericus	NRRL B-24304	11558421	17463	192	8193042	71	2.05
GCA_010892295.1	Streptomyces rhizosphaericus	0250	11215696	116253	31	7972819	71	2.08
GCA_017942185.1	Streptomyces rhizosphaericus	DSM 41760	11044339	9453403	1	7849772	71	0.92
GCA_039525945.1	Streptomyces rhizosphaericus	JCM 11447	11910517	69589	51	8457392	71	1.29
GCA_025399795.1	Streptomyces rhizosphaerihabitans	ASQP_78	10215804	147426	23	7185967	70.5	0.8
GCA_000707945.1	Streptomyces rimosus	R6-500MV9	8197540	80828	31	5907322	72	1.67
GCA_000707965.1	Streptomyces rimosus	R6-500MV9-R8	8386169	94478	28	6046776	72	1.29
GCA_004196335.1	Streptomyces rimosus	M527	8947766	314273	10	6427905	72	1.48
GCA_006229535.1	Streptomyces rimosus	WT5260	9658503	9365899	1	6943036	72	1.86
GCA_008704655.1	Streptomyces rimosus	ATCC 10970	9361154	9361154	1	6736259	72	1.86
GCA_038250085.1	Streptomyces rimosus		9319460	9121582	1	6708238	72	2.43
GCA_038252105.1	Streptomyces rimosus		9303610	9011975	1	6687498	72	1.86
GCA_039581505.1	Streptomyces rimosus	ED65	9363779	117422	24	6728110	72	2.53
GCA_040302265.1	Streptomyces rimosus	NPDC126543	9638791	448176	8	6916533	72	1.86
GCA_040631695.1	Streptomyces rimosus	NPDC019953	9240377	258986	12	6646657	72	1.86
GCA_040631895.1	Streptomyces rimosus	NPDC019783	9249008	208539	16	6650868	72	1.86
GCA_040632885.1	Streptomyces rimosus	NPDC016438	9523381	199179	14	6853203	72	1.86
GCA_040636605.1	Streptomyces rimosus	NPDC036224	9595517	215150	15	6904024	72	1.86
GCA_040640435.1	Streptomyces rimosus	NPDC022242	9237287	296939	10	6644806	72	1.86
GCA_040640455.1	Streptomyces rimosus	NPDC022241	9240518	363106	10	6646646	72	1.86
GCA_040640495.1	Streptomyces rimosus	NPDC022238	9237734	412229	10	6644754	72	1.86
GCA_040640515.1	Streptomyces rimosus	NPDC022225	9523856	296899	12	6853441	72	1.86
GCA_040646795.1	Streptomyces rimosus	NPDC045142	9388443	328412	9	6756120	72	2.15
GCA_040703375.1	Streptomyces rimosus	NPDC016439	9558648	223414	14	6864187	72	2.11
GCA_000707925.2	Streptomyces rimosus R6-500	R6-500	8919161	1178250	3	6416994	72	1.86
GCA_000717385.2	Streptomyces rimosus subsp. pseudoverticillatus	NRRL B-3698	9556337	1660	1706	6827076	71.5	
GCA_001279345.1	Streptomyces rimosus subsp. pseudoverticillatus	NRRL WC-3896	9518353	55924	52	6840110	72	2.05
GCA_000716515.1	Streptomyces rimosus subsp. rimosus	NRRL B-16073	9386539	199375	16	6754318	72	2.15
GCA_000716745.1	Streptomyces rimosus subsp. rimosus	NRRL B-8076	8415612	178926	15	6057175	72	1.29
GCA_000717145.2	Streptomyces rimosus subsp. rimosus	NRRL B-2659	9364486	2615	1071	6722981	72	
GCA_000717285.1	Streptomyces rimosus subsp. rimosus	NRRL ISP-5260	9589920	199295	13	6899067	72	1.86
GCA_000717815.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3924	9593305	105458	27	6899880	72	2.9
GCA_000718675.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3930	9520128	269003	12	6840707	72	2.15
GCA_000718715.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3874	9551326	61988	48	6872335	72	1.86
GCA_000718755.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3560	8603240	112113	25	6202067	72	2.71
GCA_000718835.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3876	8413065	196548	14	6051399	72	1.48
GCA_000718865.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3882	8273726	179168	15	5954723	72	1.86
GCA_000718895.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3880	8734407	176334	14	6289756	72	1.29
GCA_000719185.1	Streptomyces rimosus subsp. rimosus	NRRL B-2660	9085517	100266	31	6549131	72	3.28
GCA_000720565.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3925	9356233	198600	13	6732710	72	1.67
GCA_000720595.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3927	8139309	241055	11	5853200	72	2.46
GCA_000720605.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3558	9590596	196306	15	6899330	72	1.86
GCA_000720685.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3877	8724291	180248	13	6282261	72	1.29
GCA_000720715.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3900	9375207	100330	27	6747512	72	1.86
GCA_000720725.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3904	9639708	78793	38	6938961	72	3.79
GCA_000721045.1	Streptomyces rimosus subsp. rimosus	NRRL B-2626	9663214	169596	18	6943998	72	1.99
GCA_000721665.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3929	9738851	213895	16	6997427	72	2.15
GCA_001279015.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3909	9222548	81262	33	6640219	72	1.86
GCA_001279065.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3869	9485098	83235	35	6820383	72	2.08
GCA_001279075.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3875	9527802	79020	36	6855489	72	1.86
GCA_001279095.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3899	9511651	88462	35	6841669	72	1.86
GCA_001279105.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3873	9588334	70517	39	6897728	72	1.86
GCA_001279375.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3898	9592778	80348	40	6900717	72	1.86
GCA_001507395.1	Streptomyces rimosus subsp. rimosus	NRRL WC-3897	9592983	87969	33	6900766	72	1.86
GCA_017751265.1	Streptomyces rimosus subsp. rimosus	SRI-4018v0	9319639	9027032	1	6699117	72	1.86
GCA_022760195.1	Streptomyces rimosus subsp. rimosus	R7	9660595	9368017	1	6944475	72	1.86
GCA_024218735.1	Streptomyces rimosus subsp. rimosus	HP126	9619655	9108208	1	6919771	72	2.81
GCA_024223055.1	Streptomyces rimosus subsp. rimosus	DV3	10838897	9084844	1	7807642	72	5.84
GCA_000331185.2	Streptomyces rimosus subsp. rimosus ATCC 10970	ATCC 10970	9643891	9351267	1	6933004	72	1.86
GCA_003112535.1	Streptomyces rishiriensis	NBRC 13407	9179716	327727	10	6586917	72	1.14
GCA_030815485.1	Streptomyces rishiriensis	B2I6	9073312	8468316	1	6459535	71	0.85
GCA_040642195.1	Streptomyces rishiriensis	NPDC020268	9512143	104543	26	6816787	71.5	1.45
GCA_002155895.1	Streptomyces rochei	NRRL B-2410	7682401	20398	113	5565257	72.5	0.01
GCA_010550405.1	Streptomyces rochei	SID8161	7742387	10146	215	5598115	72.5	0.06
GCA_020881015.1	Streptomyces rochei	NS1	8346014	214941	12	6023326	72	0.09
GCA_029967545.1	Streptomyces rochei	CC36	7940673	109122	21	5758588	72.5	
GCA_029967595.1	Streptomyces rochei	CC71	7888579	40674	56	5707260	72.5	
GCA_029967605.1	Streptomyces rochei	CC48	7830525	30647	75	5667714	72.5	
GCA_030162985.1	Streptomyces rochei	L1	7939825	5369	402	5728686	72.5	
GCA_030863865.1	Streptomyces rochei	JK1	8181137	8030667	1	5933247	72.5	
GCA_030908285.1	Streptomyces rochei	S32	8307374	8041158	1	6018510	72.5	
GCA_034422375.1	Streptomyces rochei	D21E05	8597388	8597388	1	6226127	72.5	0.05
GCA_040299425.1	Streptomyces rochei	NPDC000783	7876480	75572	28	5723744	72.5	0.19
GCA_040300325.1	Streptomyces rochei	NPDC000411	8464148	201451	14	6132805	72.5	0.05
GCA_040301685.1	Streptomyces rochei	NPDC000158	8226060	347595	8	5965440	72.5	0.05
GCA_040609515.1	Streptomyces rochei	NPDC004652	8597604	61626	41	6222692	72.5	0.13
GCA_040612415.1	Streptomyces rochei	NPDC006395	8456643	285484	9	6125374	72.5	0.18
GCA_040612755.1	Streptomyces rochei	NPDC006340	8828761	236263	12	6392685	72.5	0.51
GCA_040612895.1	Streptomyces rochei	NPDC006330	8423964	122225	23	6099139	72.5	0.23
GCA_040638625.1	Streptomyces rochei	NPDC024586	8207014	429761	7	5953727	72.5	0.32
GCA_040642715.1	Streptomyces rochei	NPDC047745	8006292	169112	15	5816687	72.5	
GCA_040645775.1	Streptomyces rochei	NPDC046706	7911126	178817	14	5744540	72.5	0.13
GCA_040677465.1	Streptomyces rochei	NPDC055197	8148748	298013	10	5902745	72.5	0.38
GCA_040687415.1	Streptomyces rochei	NPDC057869	8255315	225916	15	5984108	72.5	
GCA_040687435.1	Streptomyces rochei	NPDC057760	8244647	197030	15	5980829	72.5	0.05
GCA_040687455.1	Streptomyces rochei	NPDC057770	8251975	100673	27	5982846	72.5	
GCA_040819605.1	Streptomyces rochei	SR1102	8353026	8152953	1	6058033	72.5	0.09
GCA_041447365.1	Streptomyces rochei	8ER183	8476265	365765	8	6136171	72.5	0.56
GCA_004117935.1	Streptomyces roseicoloratus	TRM44457	7597003	78770	28	5515620	72.5	0.8
GCA_031344995.1	Streptomyces roseicoloratus	T14	7347349	7347349	1	5334885	72.5	0.43
GCA_001445655.1	Streptomyces roseifaciens	MBT76	8639831	2514044	2	6232226	72	2.26
GCA_014489635.1	Streptomyces roseirectus	CRXT-G-22	9947447	9947447	1	7139468	72	0.61
GCA_039532905.1	Streptomyces roseiscleroticus	JCM 4823	7952644	230625	9	5751852	72.5	0.38
GCA_000497445.1	Streptomyces roseochromogenus subsp. oscitans DS 12.976	DS 12.976	9782257	41748	63	6730585	70.5	2.27
GCA_036624895.1	Streptomyces roseofulvus	A1	8037547	155843	16	5876689	73	3.71
GCA_039534915.1	Streptomyces roseofulvus	JCM 4334	8205451	8205451	1	5992774	73	2.51
GCA_014649335.1	Streptomyces roseolilacinus	JCM 4335	6796704	527492	5	5032316	74	0.35
GCA_014649855.1	Streptomyces roseolus	JCM 4411	8057871	148174	21	5895044	73	1.7
GCA_033764205.1	Streptomyces roseolus	NBRC 12816	8037547	155843	16	5876689	73	3.81
GCA_040633625.1	Streptomyces roseolus	NPDC012602	7122119	252266	10	5238401	73.5	1.04
GCA_000719265.1	Streptomyces roseoverticillatus	NRRL B-3500	7205477	256192	10	5217949	72.5	1.25
